LocusID,Gene Name,Gene Synonyns,Product Name,Product Synonyms,Human_Sputum_B,Human_Sputum_A,Human_Sputum_C,Human_Sputum_D,Human_Sputum_E,Human_Sputum_F,Human_Sputum_G,HumanSputum_EM55B,HumanSputum_EM59,HumanSputum_EM60B,HumanSputum_EM13,HumanSputum_EM24,HumanSputum_EM30,HumanSputum_EM33,HumanSputum_EM35B,HumanSputum_EM36,HumanSputum_EM37B,HumanSputum_EM43,HumanSputum_EM48B,HumanSputum_EM49 ,HumanSputum_EM53B,HumanSputum_EM6,HumanSputum_EM61,HumanSputum_EM70
PA4191,--,--,isopenicillin-N synthase,isopenicillin-N synthase,3,4,18,12,5,1,38,0,6,6,11,1,5,10,10,1,4,52,0,6,8,0,6,46
PA4192,--,--,probable ATP-binding component of ABC transporter,--,0,3,6,10,0,1,27,0,0,2,0,0,6,17,2,4,4,26,1,8,3,1,6,21
PA4193,--,--,probable permease of ABC transporter,--,33,18,31,12,9,6,49,0,0,0,23,25,38,10,17,11,10,8,4,17,21,17,13,55
PA4194,--,--,probable permease of ABC transporter,--,3,8,10,8,8,2,42,0,4,0,20,0,38,0,21,0,1,4,3,5,5,0,6,39
PA4195,--,--,putative amino acid ABC transporter substrate-binding protein,putative amino acid ABC transporter substrate-binding protein,49,6,74,31,21,7,547,0,33,5,40,23,28,52,145,17,55,50,10,15,30,121,3,405
PA4196,bfiR,--,BfiR,BfiR,94,55,38,25,33,17,483,4,29,9,46,62,112,38,84,44,62,65,18,18,32,118,23,142
PA4197,bfiS,--,BfiS,BfiS ; Biofilm initiation Sensor,89,62,45,36,24,19,273,1,39,5,42,42,88,43,102,38,45,97,18,20,50,71,24,127
PA4198,--,--,probable AMP-binding enzyme,--,117,31,36,15,43,7,252,0,47,16,104,150,59,69,172,33,98,59,52,37,88,107,45,52
PA4199,--,--,probable acyl-CoA dehydrogenase,--,46,54,42,7,29,12,124,8,26,3,38,49,17,16,56,13,18,38,21,17,43,39,24,65
PA4200,--,--,hypothetical protein,--,19,7,32,5,20,2,123,0,19,1,9,56,7,33,30,8,26,9,8,18,28,28,20,24
PA4201,ddlA,--,D-alanine-D-alanine ligase A,--,132,42,225,66,68,16,330,1,38,13,42,35,37,40,59,9,44,38,21,10,73,37,30,149
PA4202,nmoA,--,nitronate monooxygenase NmoA,nitronate monooxygenase ; nitronate monooxygenase NmoA,11,11,24,33,9,5,82,1,9,8,12,46,44,53,78,11,38,30,10,20,63,14,39,39
PA4203,nmoR,--,NmoR,NmoR ; probable transcriptional regulator,36,24,75,36,8,3,199,4,12,6,40,58,24,22,53,10,46,53,5,26,41,36,14,37
PA4204,ppgL,--,periplasmic gluconolactonase PpgL,"periplasmic gluconolactonase, PpgL",62,38,97,13,40,3,221,6,127,8,70,84,56,162,80,5,32,55,7,19,48,75,27,115
PA4205,mexG,--,hypothetical protein,--,64,17,89,9,11,7,399,1,34,6,19,4,34,25,50,19,60,29,4,20,92,56,23,98
PA4206,mexH,--,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,probable RND efflux membrane fusion protein precursor,2676,135,1104,53,23,6,28494,3,157,94,39,9,9,64,428,80,205,82,6,9,41,5798,31,1625
PA4207,mexI,--,probable Resistance-Nodulation-Cell Division (RND) efflux transporter,probable RND efflux transporter,87,28,76,10,20,10,207,16,21,12,58,24,63,33,47,15,25,46,8,44,154,36,20,159
PA4208,opmD,--,probable outer membrane protein precursor,--,14,0,17,0,1,4,50,1,5,3,21,0,10,5,7,1,12,25,5,4,44,12,16,42
PA4209,phzM,--,probable phenazine-specific methyltransferase,probable O-methyltransferase,23,19,14,14,8,2,436,2,9,1,5,15,13,2,22,0,5,27,5,4,50,20,5,24
PA4210,phzA1,--,probable phenazine biosynthesis protein,--,3,1,0,0,0,1,103,0,5,2,10,0,0,0,0,0,5,4,0,2,100,11,9,2
PA4211,phzB1,--,probable phenazine biosynthesis protein,--,4,3,3,0,0,1,602,2,5,0,0,0,6,0,5,0,2,1,0,3,30,6,1,1
PA4212,phzC1,--,phenazine biosynthesis protein PhzC,--,27,6,6,5,3,1,791,22,14,7,4,6,1,3,16,7,0,37,0,19,358,14,15,16
PA4213,phzD1,--,phenazine biosynthesis protein PhzD,--,0,0,0,0,0,0,56,1,2,1,2,0,0,0,1,1,0,5,0,8,15,3,0,1
PA4214,phzE1,--,phenazine biosynthesis protein PhzE,--,3,1,4,1,2,2,193,6,4,0,11,0,7,9,13,1,4,24,0,10,32,18,4,3
PA4215,phzF1,--,probable phenazine biosynthesis protein,--,4,6,3,3,2,0,430,3,3,2,0,1,0,6,2,1,11,8,0,14,32,16,5,0
PA4216,phzG1,--,probable pyridoxamine 5'-phosphate oxidase,probable phenazine biosynthesis protein,2,0,1,7,6,0,385,12,1,0,0,0,1,5,16,2,3,10,0,3,13,10,2,2
PA4217,phzS,--,flavin-containing monooxygenase,probable FAD-dependent monooxygenase,7,2,9,0,0,0,439,1,4,1,0,0,6,0,14,3,9,22,0,9,65,33,2,6
PA4218,ampP,fptX,AmpP,--,105,40,421,43,28,5,814,2,41,24,21,18,174,43,201,10,104,342,18,89,328,7,16,30
PA4219,ampO,yfpB,AmpO,AmpO,82,28,368,42,28,7,1619,1,61,28,34,3,93,0,474,30,169,325,16,176,366,64,24,43
PA4220,--,fptB,hypothetical protein,--,81,28,291,37,7,5,574,2,22,15,2,0,96,3,217,9,69,225,12,84,176,30,16,11
PA4221,fptA,--,Fe(III)-pyochelin outer membrane receptor precursor,--,1088,82,5828,238,246,57,12670,11,128,157,76,7,283,109,866,51,252,777,36,282,900,260,58,301
PA4222,--,pchI,probable ATP-binding component of ABC transporter,--,84,7,520,24,26,7,357,2,134,65,10,20,254,38,291,12,93,1075,39,318,427,160,9,2
PA4223,--,pchH,probable ATP-binding component of ABC transporter,--,94,13,711,29,14,2,784,3,107,48,0,36,175,51,259,20,43,908,23,152,299,150,15,7
PA4224,pchG,--,pyochelin biosynthetic protein PchG,pyochelin biosynthetic protein PchG,103,7,425,41,13,3,423,1,81,25,3,20,115,27,209,6,22,698,8,71,152,48,4,5
PA4225,pchF,--,pyochelin synthetase,--,452,40,2970,146,58,11,1833,6,234,174,6,14,443,118,1024,47,151,2125,34,406,971,214,35,22
PA4226,pchE,--,dihydroaeruginoic acid synthetase,--,367,49,2141,219,66,13,1340,15,335,129,30,107,1023,113,1180,72,475,2957,56,467,1024,360,42,69
PA4227,pchR,--,transcriptional regulator PchR,--,294,279,457,359,115,37,1198,20,43,14,56,52,87,46,324,43,97,136,90,63,135,93,44,431
PA4228,pchD,--,pyochelin biosynthesis protein PchD,--,85,22,898,28,28,14,4068,20,48,32,1,15,190,16,403,13,220,452,9,162,294,65,13,37
PA4229,pchC,--,pyochelin biosynthetic protein PchC,thioesterase,22,1,216,16,12,2,365,4,21,18,3,0,53,5,176,10,73,163,2,44,90,73,8,10
PA4230,pchB,--,salicylate biosynthesis protein PchB,isochorismate-pyruvate lyase ; chorismate mutase,67,6,628,24,19,4,671,7,27,18,3,0,18,3,131,5,33,194,8,21,114,74,4,31
PA4231,pchA,--,salicylate biosynthesis isochorismate synthase,--,186,40,1697,85,30,7,1559,18,50,59,5,0,98,14,317,11,143,610,6,79,268,129,16,33
PA4232,ssb,--,single-stranded DNA-binding protein,--,141,41,260,35,22,13,1457,80,100,18,81,12,34,84,162,28,118,153,14,102,140,237,11,325
PA4233,--,yajR,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,281,223,234,25,132,41,870,170,132,24,133,47,59,125,164,28,65,114,47,85,178,174,15,252
PA4234,uvrA,--,excinuclease ABC subunit A,--,522,79,616,120,176,65,1974,511,339,33,264,74,119,211,272,68,141,223,62,85,289,195,65,711
PA4235,ftnA,--,bacterial ferritin,bacterial ferritin ; FtnA,206,10,176,38,12,5,557,13,1,4,23,0,0,17,16,4,3,1,5,7,9,14,2,162
PA4236,katA,catA,catalase,--,2145,387,2398,1384,230,204,7664,1350,243,217,786,239,403,786,1976,259,773,216,348,261,1515,441,461,4059
PA4237,rplQ,--,50S ribosomal protein L17,--,1299,158,2671,603,195,55,7454,257,139,54,327,6,32,124,151,28,11,244,33,27,183,233,49,1398
PA4238,rpoA,--,DNA-directed RNA polymerase alpha chain,--,2071,166,3485,938,375,202,9302,855,594,109,720,101,123,385,389,138,144,1824,152,141,518,603,160,2777
PA4239,rpsD,--,30S ribosomal protein S4,--,1399,177,2115,666,450,184,8373,902,1194,188,1074,106,170,504,445,91,225,913,165,147,1045,699,254,2374
PA4240,rpsK,--,30S ribosomal protein S11,--,431,68,661,342,178,94,2720,279,199,70,275,43,32,157,137,61,61,282,47,19,189,99,41,618
PA4241,rpsM,--,30S ribosomal protein S13,--,7021,773,5062,512,2535,389,42111,343,799,816,1133,93,73,1023,1020,537,589,207,72,62,274,1683,94,9223
PA4242,rpmJ,--,50S ribosomal protein L36,ribosomal protein B,417,94,650,227,63,40,2773,196,88,19,194,51,31,150,137,6,35,162,48,54,104,196,47,1240
PA4243,secY,prlA,secretion protein SecY,--,3361,1053,6029,1464,884,467,21409,2848,1205,197,1243,327,440,1073,1190,403,634,2054,472,437,1231,1400,358,3623
PA4244,rplO,--,50S ribosomal protein L15,--,1033,145,2190,441,321,117,7902,551,447,58,545,58,89,290,310,39,114,637,87,91,338,420,93,1255
PA4245,rpmD,--,50S ribosomal protein L30,--,516,83,1171,189,176,94,5812,204,166,39,379,64,55,186,222,25,31,446,48,53,212,143,39,1175
PA4246,rpsE,--,30S ribosomal protein S5,--,536,81,1376,333,184,94,5634,436,217,53,250,73,70,129,334,95,105,371,77,78,269,270,52,1122
PA4247,rplR,--,50S ribosomal protein L18,--,1028,151,1745,448,222,164,7144,856,410,78,419,111,189,313,529,121,151,990,194,130,407,467,148,1523
PA4248,rplF,--,50S ribosomal protein L6,--,744,221,1350,205,222,1092,9563,753,492,89,417,161,198,294,449,245,386,673,95,151,308,1141,130,1873
PA4249,rpsH,--,30S ribosomal protein S8,--,1222,187,2165,437,285,1428,11075,1431,694,83,551,427,388,499,620,167,516,1499,157,230,605,831,161,1305
PA4250,rpsN,--,30S ribosomal protein S14,--,742,65,1364,389,88,57,3455,321,93,37,270,22,49,150,171,33,67,152,44,37,177,239,49,1223
PA4251,rplE,--,50S ribosomal protein L5,--,1305,133,2761,827,286,168,11588,960,393,86,729,185,206,627,537,117,162,631,141,92,475,701,97,2705
PA4252,rplX,--,50S ribosomal protein L24,--,3287,274,3223,678,634,362,10470,2330,1249,391,898,124,275,675,758,77,446,785,414,219,1281,604,237,6526
PA4253,rplN,--,50S ribosomal protein L14,--,476,96,1084,125,212,108,4315,288,143,53,358,60,46,152,204,31,65,84,39,32,155,166,38,1043
PA4254,rpsQ,--,30S ribosomal protein S17,--,596,102,1643,661,347,94,5663,367,230,27,174,49,74,203,211,60,168,165,31,94,180,326,38,603
PA4255,rpmC,--,50S ribosomal protein L29,--,616,57,1068,443,112,63,3804,323,224,39,205,9,54,150,119,54,69,460,53,42,114,210,32,625
PA4256,rplP,--,50S ribosomal protein L16,--,716,93,944,375,203,90,7143,445,253,55,286,31,49,240,228,44,76,584,123,46,180,233,41,1057
PA4257,rpsC,--,30S ribosomal protein S3,--,845,200,2366,535,320,83,29817,413,241,47,428,39,50,418,319,246,137,466,51,73,196,4581,81,1800
PA4258,rplV,--,50S ribosomal protein L22,--,642,294,1447,204,964,276,4278,315,245,54,495,5,30,441,119,25,46,289,43,25,144,238,67,1584
PA4259,rpsS,--,30S ribosomal protein S19,--,468,142,922,131,508,112,3194,100,169,36,378,37,26,197,92,20,18,112,20,18,85,206,42,1162
PA4260,rplB,--,50S ribosomal protein L2,--,653,124,1265,188,172,68,10567,944,524,71,559,124,157,485,465,101,214,528,82,121,412,776,96,1188
PA4261,rplW,--,50S ribosomal protein L23,--,670,70,1403,258,112,56,5971,670,189,41,232,63,90,115,297,69,119,543,47,99,279,444,64,805
PA4262,rplD,--,50S ribosomal protein L4,--,2509,351,4057,1724,748,239,41249,3389,1740,299,1479,410,532,1079,1904,1057,824,7983,286,364,1475,6150,216,3410
PA4263,rplC,--,50S ribosomal protein L3,--,2797,498,3927,1265,601,338,19008,2852,1539,221,1150,449,1184,1254,1666,260,1165,2446,392,572,1400,1236,325,3017
PA4264,rpsJ,--,30S ribosomal protein S10,--,1216,120,1116,170,161,101,5648,1228,585,124,362,89,285,292,551,117,342,432,113,174,449,1058,109,1811
PA4265,tufA,--,elongation factor Tu,--,5982,529,7182,1318,1157,370,23676,2416,1335,224,1993,415,659,1523,1070,213,390,2283,216,397,1549,1649,319,4197
PA4266,fusA1,--,elongation factor G,--,4835,1044,8143,2527,4797,842,28265,3791,2320,390,5403,448,778,2286,1416,303,547,5522,601,468,1907,2440,580,8650
PA4267,rpsG,--,30S ribosomal protein S7,--,3694,205,2369,311,240,198,14712,664,447,92,294,80,129,270,425,64,152,537,58,53,274,694,97,2494
PA4268,rpsL,str,30S ribosomal protein S12,--,2293,242,2117,88,183,201,14401,542,474,111,526,61,173,529,290,52,166,289,56,110,405,605,163,5335
PA4269,rpoC,--,DNA-directed RNA polymerase beta* chain,--,1541,541,2834,1274,1422,465,8672,2947,1803,277,2285,344,441,1423,1058,235,373,4111,564,535,2188,1771,336,9293
PA4270,rpoB,--,DNA-directed RNA polymerase beta chain,--,2274,1088,4822,1318,1136,499,12841,3911,1916,345,2774,366,885,1365,1554,277,609,5183,813,765,2660,1383,499,4885
PA4271,rplL,--,50S ribosomal protein L7 / L12,--,1688,164,3095,712,263,100,9604,848,462,70,508,36,83,432,378,49,137,841,116,115,468,329,136,1994
PA4272,rplJ,--,50S ribosomal protein L10,--,916,69,1865,245,132,52,5371,438,240,28,319,90,114,161,262,63,125,243,49,112,258,337,64,801
PA4273,rplA,--,50S ribosomal protein L1,--,789,169,1434,428,249,141,5782,1979,773,133,781,160,273,500,993,160,278,1774,309,229,1191,630,182,1880
PA4274,rplK,--,50S ribosomal protein L11,--,648,55,1505,436,174,48,5141,346,257,50,185,4,44,167,248,85,91,594,51,52,255,266,45,652
PA4275,nusG,--,transcription antitermination protein NusG,--,2711,485,4159,470,369,110,51133,874,566,209,634,109,199,672,756,357,325,1010,287,192,385,2008,166,4116
PA4276,secE,prlG,secretion protein SecE,--,2029,178,2529,163,235,144,11358,1864,906,193,934,113,360,928,1514,198,362,830,403,300,908,712,287,1528
PA4277,tufB,--,elongation factor Tu,--,3115,389,4539,1288,941,344,18402,2955,1902,245,1732,402,660,1952,1161,269,496,2636,184,403,1585,1967,399,3487
PA4278,--,--,hypothetical protein,--,120,15,120,35,18,13,459,87,26,4,26,0,5,17,40,8,16,28,10,10,28,25,1,180
PA4279,--,--,hypothetical protein,--,149,23,134,32,26,10,571,99,58,9,37,19,10,13,69,11,34,81,14,7,52,37,13,104
PA4280,birA,--,BirA bifunctional protein,--,179,36,190,85,58,28,844,336,113,26,87,14,62,56,96,15,37,226,25,17,129,73,42,229
PA4281,sbcD,--,exonuclease SbcD,--,122,66,96,71,70,12,508,89,54,9,51,0,42,41,65,20,27,30,13,24,90,53,9,205
PA4282,--,sbcC,probable exonuclease,--,100,48,128,92,59,29,196,131,54,13,47,22,31,62,54,8,15,52,27,18,83,27,17,281
PA4283,recD,--,exodeoxyribonuclease V alpha chain,--,39,29,52,23,28,18,117,110,35,7,8,12,12,35,16,2,34,84,20,16,27,9,14,71
PA4284,recB,rorA,exodeoxyribonuclease V beta chain,exonuclease V 135 kD polypeptide,122,89,182,87,146,52,283,217,105,13,119,18,46,264,82,115,30,247,138,63,165,23,67,178
PA4285,recC,--,exodeoxyribonuclease V gamma chain,exonuclease V ; 125 kD polypeptide,111,64,114,52,48,20,331,326,83,15,118,61,47,98,77,22,37,179,52,38,134,47,19,188
PA4286,--,--,hypothetical protein,--,381,65,105,60,17,16,1035,170,97,60,16,33,14,16,116,51,287,71,33,23,70,116,33,164
PA4287,--,--,hypothetical protein,--,9,18,5,11,4,2,21,42,15,4,9,18,0,32,20,5,4,10,3,6,17,7,2,22
PA4288,--,--,probable transcriptional regulator,--,118,77,63,32,43,9,431,48,54,3,19,24,35,22,48,12,27,5,0,14,67,21,11,49
PA4289,--,--,probable transporter,--,21,31,8,7,10,5,48,83,16,6,17,26,35,19,35,16,6,23,13,6,43,19,12,22
PA4290,--,--,probable chemotaxis transducer,--,20,11,102,43,33,45,162,22,100,37,62,22,23,32,141,33,29,131,114,31,99,27,53,73
PA4291,--,--,hypothetical protein,--,332,132,664,53,249,66,2783,238,140,31,172,39,93,69,107,36,48,119,29,30,77,80,46,582
PA4292,--,--,probable phosphate transporter,--,588,76,467,72,116,55,2443,439,218,59,329,40,196,225,390,134,109,286,71,149,255,321,41,298
PA4293,pprA,--,two-component sensor PprA,two-component sensor PprA ,19,7,18,0,3,4,49,47,7,0,9,6,9,22,29,1,5,9,4,2,14,19,6,14
PA4294,--,--,hypothetical protein,--,2,5,5,5,3,1,22,14,0,0,10,0,5,0,7,0,0,2,1,1,3,0,0,8
PA4295,fppA,--,Flp prepilin peptidase A FppA,"Flp prepilin peptidase A, FppA ",8,5,32,0,28,3,194,12,5,2,18,0,4,7,3,0,0,1,0,1,17,0,6,48
PA4296,pprB,--,two-component response regulator PprB,"two-component response regulator, PprB  ",29,33,43,3,3,4,560,68,7,0,18,22,0,0,36,8,5,7,3,1,30,0,1,25
PA4297,tadG,--,TadG,TadG ,33,13,24,22,11,3,86,123,17,4,6,6,28,21,37,10,12,21,10,14,39,0,2,42
PA4298,--,--,hypothetical protein,--,6,1,2,5,1,0,1,6,2,0,0,0,0,0,1,2,0,0,0,0,0,6,0,5
PA4299,tadD,--,TadD,TadD ,2,9,3,0,0,3,23,13,6,0,14,0,0,0,0,0,0,4,0,2,2,0,0,7
PA4300,tadC,--,TadC,TadC ,18,7,27,3,1,3,84,25,11,0,6,14,0,6,9,2,0,9,2,0,4,0,0,15
PA4301,tadB,--,TadB,TadB ,19,17,22,0,1,2,156,15,3,3,1,0,6,14,7,2,6,0,0,4,4,0,2,28
PA4302,tadA,hvbA,TadA ATPase,TadA ATPase ,25,54,25,8,11,6,33,59,8,2,1,27,3,18,8,3,13,8,5,13,23,1,0,25
PA4303,tadZ,--,TadZ,TadZ ,2,5,12,2,3,5,44,54,3,1,3,0,5,0,11,0,10,10,1,5,13,9,2,4
PA4304,rcpA,xqhC,RcpA,RcpA ,27,18,32,25,13,5,86,69,11,0,2,13,8,55,18,3,4,7,4,3,3,1,6,21
PA4305,rcpC,--,RcpC,RcpC ,51,9,64,37,5,7,475,75,16,3,5,20,2,34,60,4,26,17,2,8,15,51,10,17
PA4306,flp,--,Type IVb pilin Flp,"Type IVb pilin, Flp ",48,8,38,8,5,7,90,30,9,0,5,11,10,9,17,1,0,1,2,7,23,5,3,28
PA4307,pctC,--,chemotactic transducer PctC,--,14,12,9,4,7,6,90,457,23,4,11,8,4,15,55,7,16,19,10,15,70,27,5,33
PA4308,--,--,conserved hypothetical protein,--,131,118,243,92,72,2,1043,245,165,65,78,0,29,53,136,23,18,105,32,28,81,56,22,412
PA4309,pctA,--,chemotactic transducer PctA,--,20,24,25,2,11,3,341,78,16,5,10,14,10,33,39,5,20,19,2,10,62,93,5,32
PA4310,pctB,--,chemotactic transducer PctB,--,17,22,19,19,19,5,152,210,14,3,22,5,11,15,63,21,51,63,2,16,56,106,6,73
PA4311,--,--,conserved hypothetical protein,--,97,77,77,16,30,9,269,370,99,17,19,136,54,147,84,14,57,54,11,30,29,54,41,127
PA4312,--,--,conserved hypothetical protein,--,98,104,67,19,50,11,204,411,110,13,62,24,53,136,94,22,44,72,58,42,117,114,34,101
PA4313,--,--,hypothetical protein,--,157,67,77,10,55,17,279,305,68,6,107,53,29,120,91,24,57,61,46,30,143,61,23,134
PA4314,purU1,--,formyltetrahydrofolate deformylase,--,1310,101,812,199,158,47,8306,803,271,60,170,50,83,220,330,108,176,104,50,60,235,330,25,634
PA4315,mvaT,--,transcriptional regulator MvaT P16 subunit,--,5213,1102,5265,1685,1893,805,30069,2633,1324,327,1858,305,338,3099,842,788,398,380,138,220,923,1751,260,9660
PA4316,sbcB,--,exodeoxyribonuclease I,"exonuclease I, dRpase ; DNA deoxyribophosphodiesterase",105,39,139,83,42,24,392,361,98,5,56,37,41,61,80,22,61,128,27,37,138,35,39,232
PA4317,--,--,hypothetical protein,--,112,39,78,5,41,38,1082,510,89,28,121,70,80,79,128,51,88,56,48,54,209,114,25,183
PA4318,--,--,hypothetical protein,--,29,13,19,21,10,9,67,170,34,4,48,46,13,82,56,14,14,27,13,26,112,9,13,69
PA4319,--,--,conserved hypothetical protein,--,33,21,67,10,16,11,167,189,38,6,40,0,8,66,41,3,11,22,17,31,151,24,18,78
PA4320,--,--,hypothetical protein,--,260,36,274,164,80,65,277,333,71,16,64,45,37,69,70,12,32,87,41,65,192,79,64,348
PA4321,--,--,hypothetical protein,--,7,5,34,18,22,1,42,78,16,5,13,7,9,63,14,10,0,52,26,15,81,7,13,84
PA4322,--,--,conserved hypothetical protein,--,169,172,74,75,67,53,250,212,10,13,90,0,2,19,16,9,10,32,36,19,372,28,5,450
PA4323,--,--,hypothetical protein,--,11,12,42,16,31,10,76,192,23,3,12,0,7,23,23,4,19,50,20,13,117,54,6,56
PA4324,--,--,hypothetical protein,--,99,52,133,2,25,11,323,735,77,11,16,0,11,29,41,17,25,94,18,10,65,109,27,140
PA4325,--,--,hypothetical protein,--,135,67,154,2,39,12,209,751,28,11,23,12,21,17,47,10,36,87,24,27,41,20,20,148
PA4326,--,--,hypothetical protein,--,1,10,8,0,1,0,75,22,6,0,11,0,4,5,13,1,9,8,0,5,7,25,1,6
PA4327,--,--,hypothetical protein,--,29,29,22,1,42,5,244,35,2,4,8,0,2,8,27,7,7,1,4,4,17,19,10,66
PA4328,--,--,hypothetical protein,--,53,53,54,26,60,16,327,109,107,7,50,18,51,55,44,13,30,15,14,27,55,51,3,166
PA4329,pykA,pyk-II,pyruvate kinase II,Phosphoenolpyruvate kinase,66,63,162,76,68,30,275,227,47,15,74,37,61,65,58,15,31,154,34,33,95,36,39,224
PA4330,--,--,probable enoyl-CoA hydratase/isomerase,--,39,9,25,40,19,9,77,85,5,0,7,7,5,20,21,4,10,13,7,6,19,12,2,53
PA4331,--,--,probable ferredoxin reductase,--,24,16,23,17,9,14,58,93,3,5,13,2,6,7,26,8,12,17,10,8,30,19,10,27
PA4332,sadC,--,SadC,SadC,33,11,27,1,24,2,118,120,36,9,11,0,8,47,27,20,13,34,13,20,8,5,4,29
PA4333,--,fumA,probable fumarase,probable fumarate hydratase,178,34,190,31,53,19,454,246,142,18,97,46,76,79,106,24,46,146,32,37,105,147,15,215
PA4334,--,yfeP,probable transport protein,--,58,18,54,16,13,15,121,97,28,13,51,12,6,28,25,8,9,42,14,9,24,22,4,19
PA4335,--,--,hypothetical protein,--,30,18,22,12,9,7,47,25,6,3,16,0,4,18,9,4,6,6,1,0,6,1,0,18
PA4336,--,--,conserved hypothetical protein,--,54,8,46,14,16,6,122,56,17,5,8,19,12,16,15,1,7,10,8,9,36,10,5,44
PA4337,--,--,hypothetical protein,--,83,38,175,34,35,7,199,47,43,4,12,37,8,40,17,15,5,21,6,43,20,12,9,73
PA4338,--,--,hypothetical protein,--,337,67,535,43,189,11,514,184,180,14,98,107,71,300,61,19,48,107,11,31,63,64,66,331
PA4339,--,--,probable phospholipase,--,36,18,64,3,10,2,89,116,31,2,50,23,7,58,15,1,5,88,9,8,39,16,8,63
PA4340,--,--,hypothetical protein,--,188,109,101,24,79,8,233,106,67,17,44,32,26,76,48,1,25,34,7,10,54,23,15,109
PA4341,--,--,probable transcriptional regulator,--,10,5,12,0,0,0,33,33,1,0,14,0,0,0,6,0,0,10,3,10,20,0,0,18
PA4342,--,--,probable amidase,--,0,12,12,4,10,2,21,51,4,2,0,14,3,11,8,6,10,8,3,3,6,16,4,9
PA4343,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,22,7,14,10,0,0,24,86,5,5,5,17,13,24,12,2,11,14,1,4,18,0,6,10
PA4344,--,--,probable hydrolase,--,52,79,143,24,48,4,142,127,61,11,23,18,15,79,44,2,36,85,10,3,30,20,23,105
PA4345,--,--,hypothetical protein,--,193,77,201,43,59,8,434,107,109,23,58,14,46,142,98,28,9,93,11,24,62,71,42,173
PA4346,--,--,hypothetical protein,--,6,10,4,0,6,0,21,31,3,2,14,0,3,18,2,1,3,6,0,10,9,0,3,13
PA4347,--,--,hypothetical protein,--,33,32,38,18,33,4,205,88,36,10,53,0,25,50,91,44,1,29,12,12,37,60,3,73
PA4348,--,--,conserved hypothetical protein,--,243,123,158,42,104,22,1831,128,170,6,117,2,82,206,85,37,32,37,14,7,37,80,24,827
PA4349,--,--,hypothetical protein,--,88,70,89,31,12,5,588,140,52,13,24,19,43,18,58,22,56,22,13,20,65,10,14,101
PA4350,olsB,--,OlsB,OlsB,23,38,4,13,5,3,139,25,25,0,8,0,15,8,68,9,21,11,9,8,12,13,1,25
PA4351,olsA,--,OlsA,OlsA,1,34,4,1,4,0,99,18,8,0,3,0,16,4,65,5,7,0,6,2,8,10,3,14
PA4352,--,--,conserved hypothetical protein,--,445,1047,307,67,452,84,2957,671,862,47,218,89,593,226,368,81,221,147,72,62,279,157,108,959
PA4353,--,yajB,conserved hypothetical protein,--,79,28,54,42,34,11,211,86,12,6,40,0,5,17,36,9,11,26,11,8,32,0,7,87
PA4354,--,--,conserved hypothetical protein,--,425,174,162,35,23,4,109,179,46,20,136,8,9,75,224,14,42,53,4,3,144,198,10,1088
PA4355,pyeM,araJ,PyeM,probable MFS transporter ; Pseudomonas yellow enzyme MFS transporter ; PyeM,117,57,39,35,42,5,87,274,47,18,119,15,14,166,234,18,41,57,4,6,191,138,24,253
PA4356,xenB,--,xenobiotic reductase,--,74,36,46,26,73,9,81,98,19,10,93,7,17,116,125,10,33,35,5,3,187,45,16,160
PA4357,--,yhgG,conserved hypothetical protein,--,31,3,15,41,8,14,164,130,5,1,4,0,5,0,10,1,7,8,35,13,5,7,3,46
PA4358,feoB,--,FeoB,FeoB ; probable ferrous iron transport protein,1485,153,378,883,262,585,5497,2933,182,69,292,37,141,291,325,40,67,184,523,186,295,85,90,1021
PA4359,--,feoA,conserved hypothetical protein,--,42,9,9,33,10,31,228,237,29,3,8,0,7,0,26,4,5,14,74,40,13,0,20,25
PA4360,--,--,hypothetical protein,--,62,16,103,22,15,4,115,37,27,7,13,27,11,9,22,4,6,16,3,1,15,16,12,75
PA4361,--,--,probable oxidoreductase,--,137,84,126,23,40,14,1353,53,25,16,15,37,11,30,84,18,23,17,20,15,33,26,9,49
PA4362,--,--,hypothetical protein,--,29,17,20,23,10,5,222,84,19,5,0,11,12,30,34,0,16,2,6,2,24,1,5,21
PA4363,iciA,lysR,inhibitor of chromosome initiation IciA,--,29,13,16,17,4,6,149,32,21,5,2,36,10,0,25,6,4,9,11,3,17,7,4,52
PA4364,--,--,hypothetical protein,--,50,6,19,0,5,4,59,200,18,1,1,1,4,28,1,1,12,3,0,5,9,0,23,45
PA4365,lysE,yggA,Lysine efflux permease,Lysine efflux permease ; probable transporter,83,4,24,0,2,2,37,250,22,22,9,0,5,11,8,6,21,4,2,4,11,20,17,93
PA4366,sodB,--,superoxide dismutase,--,751,129,1258,306,337,68,2051,628,220,37,232,132,83,194,217,76,83,171,113,54,287,133,81,652
PA4367,bifA,--,BifA,BifA ,88,43,116,61,100,19,296,277,35,6,87,38,31,67,82,22,70,37,32,15,74,37,21,239
PA4368,--,--,hypothetical protein,--,65,20,75,20,11,5,244,182,10,10,40,17,38,11,61,21,23,21,5,3,41,3,6,117
